// Description of how to configure properties.
//  EwsEditor will read in a csv file such as this in order to import extended properties.  The form for this CSV is not conventional as
//  it allows blank lines and comments (lines starting with "//".
//  Lines starting with a two forward slashes (//) or are blank are ignored 
// The first non-ignored line needs to be the header
 
// Columns:
//		DescPropertyName:
//			This will be used as the description of the data.  This is the user readable value.
//		ProbablePropertyName:
//				This is the name of the property or what you think it is.  This is informational only.
//		PropertySetId:
//			This is the property set guid. You can use Property set names such as PSETID_Meeting - EWS will swap it for 
//			the GUID at run time. If you don't need the GUID for the property then just enter "" for the value.
//
//				Area Name			Property Set Name			GUID
//				Common				PS_PUBLIC_STRINGS	 		00020329-0000-0000-C000-000000000046 
//				Common				PSETID_Common				00062008-0000-0000-C000-000000000046
//				Contact				PSETID_Address				00062004-0000-0000-C000-000000000046
//				Email				PS_INTERNET_HEADERS			00020386-0000-0000-C000-000000000046
//
//				Calendar			PSETID_Appointment			00062002-0000-0000-C000-000000000046
//				Calendar			PSETID_Meeting				6ED8DA90-450B-101B-98DA-00AA003F1305
//				Journal				PSETID_Log					0006200A-0000-0000-C000-000000000046
//				Messaging			PSETID_Messaging			41F28F13-83F4-4114-A584-EEDB5A6B0BFF
//
//				Sticky note			PSETID_Note					0006200E-0000-0000-C000-000000000046
//				RSS feed			PSETID_PostRss				00062041-0000-0000-C000-000000000046
//				Task				PSETID_Task					00062003-0000-0000-C000-000000000046
//				Unified messaging	PSETID_UnifiedMessaging		4442858E-A9E3-4E80-B900-317A210CC15B 
//
//				Common				PS_MAPI						00020328-0000-0000-C000-000000000046
//				Sync				PSETID_AirSync				71035549-0739-4DCB-9163-00F0580DBBDF
//				Sharing				PSETID_Sharing				00062040-0000-0000-C000-000000000046
//				Extracted entities	PSETID_XmlExtractedEntities	23239608-685D-4732-9C55-4C95CB4E8E33 
//
//				Calendar Assistant?	PSETID_CalendarAssistant	11000E07-B51B-40D6-AF21-CAA85EDAB1D0
//
//		PropertyDefinitionType
//		
//		PropertyType:
//		 	 	
//				SystemTime	 	
//				String		 	
//				Integer
//				Long
//				Boolean		 		
//				Binary,
//				Short			
//
//		PropertyId:
//			If you prefix a property id with "0x" (upper or lower case) then the value is handled as a hex value.  Without this prefix the 
//			value is treated as a decimal value.  A tag with the type included is not supported in EWS Editor yet - types and Id values need to be 
//          sepertate values.
//
//
 	
 
"DescPropertyName",							"ProbablePropertyName",					"PropertySetId",			"PropertyId",		"PropertyType" 
PidLidWorkAddressPostOfficeBox,			PidLidWorkAddressPostOfficeBox,		PSETID_Address,							0x0000804A,								String                    
PidLidWorkAddressState,					PidLidWorkAddressState,				PSETID_Address,							0x00008047,								String                    
PidLidWorkAddressStreet,				PidLidWorkAddressStreet,			PSETID_Address,							0x00008045,								String                    
PidLidYearInterval,						PidLidYearInterval,					PSETID_Meeting,							0x00000014,								Short                    
PidLidYomiCompanyName,					PidLidYomiCompanyName,				PSETID_Address,							0x0000802E,								String                    
PidLidYomiFirstName,					PidLidYomiFirstName,				PSETID_Address,							0x0000802C,								String                    
PidLidYomiLastName,						PidLidYomiLastName,					PSETID_Address,							0x0000802D,								String                    
PidLidInfoPathFormName,					PidLidInfoPathFormName,				PSETID_Common,							0x000085B1,								String 
 
PidNameAcceptLanguage,						PidNameAcceptLanguage,						PS_INTERNET_HEADERS,					Accept-Language,						Strng                    
PidNameApplicationName,						PidNameApplicationName,						PS_PUBLIC_STRINGS,						AppName,								String                    
PidNameApproved,								PidNameApproved,							PS_INTERNET_HEADERS,					Approved,								String        
PidNameAttachmentMacContentType,				PidNameAttachmentMacContentType,			96357f7f-59e1-47d0-99a7-46515c183b54,	AttachmentMacContentType,				String 
PidNameAttachmentMacInfo,						PidNameAttachmentMacInfo,					96357f7f-59e1-47d0-99a7-46515c183b54,	AttachmentMacInfo,						Binary                    
PidNameAudioNotes,							PidNameAudioNotes,							PSETID_UnifiedMessaging,				UMAudioNotes,							String                    
PidNameAuthor,								PidNameAuthor,								PS_PUBLIC_STRINGS,						Author,									String                    
PidNameBcc,									PidNameBcc,									PS_INTERNET_HEADERS,					Bcc,									String                    
PidNameByteCount,								PidNameByteCount,							PS_PUBLIC_STRINGS,						ByteCount,								Integer                    
PidNameCalendarAttendeeRole,					PidNameCalendarAttendeeRole,				PS_PUBLIC_STRINGS,    					urn:schemas:calendar:attendeerole,    	Integer                        
PidNameCalendarBusystatus,					PidNameCalendarBusystatus,					PS_PUBLIC_STRINGS,						urn:schemas:calendar:busystatus,		String                    
PidNameCalendarContact,						PidNameCalendarContact,						PS_PUBLIC_STRINGS,				urn:schemas:calendar:contact,			String                    
PidNameCalendarContactUrl,					PidNameCalendarContactUrl,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:contacturl,		String                    
PidNameCalendarCreated,						PidNameCalendarCreated,						PS_PUBLIC_STRINGS,				urn:schemas:calendar:created,			SystemTime                    
PidNameCalendarDescriptionUrl,				PidNameCalendarDescriptionUrl,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:descriptionurl,    String                    
PidNameCalendarDuration,						PidNameCalendarDuration,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:duration,			Integer                    
PidNameCalendarExceptionDate,					PidNameCalendarExceptionDate,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:exdate,			SystemTimeArray                    
PidNameCalendarExceptionRule,					PidNameCalendarExceptionRule,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:exrule,			StringArray                    
PidNameCalendarGeoLatitude,					PidNameCalendarGeoLatitude,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:geolatitude,		Float,                        
PidNameCalendarGeoLongitude,					PidNameCalendarGeoLongitude,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:geolongitude,		Float,                        
PidNameCalendarInstanceType,					PidNameCalendarInstanceType,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:instancetype,		Integer                    
PidNameCalendarIsOrganizer,					PidNameCalendarIsOrganizer,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:isorganizer,		Boolean                    
PidNameCalendarLastModified,					PidNameCalendarLastModified,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:lastmodified,		SystemTime                    
PidNameCalendarLocationUrl,					PidNameCalendarLocationUrl,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:locationurl,		String                    
PidNameCalendarMeetingStatus,					PidNameCalendarMeetingStatus,				PS_PUBLIC_STRINGS,				Urn:schemas:calendar:meetingstatus,    String                    
PidNameCalendarMethod,						PidNameCalendarMethod,						PS_PUBLIC_STRINGS,				urn:schemas:calendar:method,    String                    
PidNameCalendarProductId,						PidNameCalendarProductId,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:prodid,    String                    
PidNameCalendarRecurrenceIdRange,				PidNameCalendarRecurrenceIdRange,			PS_PUBLIC_STRINGS,				urn:schemas:calendar:recurrenceidrange,    String                    
PidNameCalendarReminderOffset,				PidNameCalendarReminderOffset,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:reminderoffset,									Integer                    
PidNameCalendarResources,						PidNameCalendarResources,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:resources,											String                    
PidNameCalendarRsvp,							PidNameCalendarRsvp,						PS_PUBLIC_STRINGS,				urn:schemas:calendar:rsvp,												Boolean                    
PidNameCalendarSequence,						PidNameCalendarSequence,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:sequence,											Integer                    
PidNameCalendarTimeZone,					PidNameCalendarTimeZone,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:timezone,											String                    
PidNameCalendarTimeZoneId,					PidNameCalendarTimeZoneId,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:timezoneid,										Integer                    
PidNameCalendarTransparent,					PidNameCalendarTransparent,					PS_PUBLIC_STRINGS,				urn:schemas:calendar:transparent,    									String                    
PidNameCalendarUid,							PidNameCalendarUid,							PS_PUBLIC_STRINGS,				urn:schemas:calendar:uid,												String                    
PidNameCalendarVersion,						PidNameCalendarVersion,						PS_PUBLIC_STRINGS,				urn:schemas:calendar:version,    										String                    
PidNameCategory,								PidNameCategory,							PS_PUBLIC_STRINGS,				Category,   															String                    
PidNameCc,									PidNameCc,									PS_INTERNET_HEADERS,			Cc,																		String                    
PidNameCharacterCount,						PidNameCharacterCount,						PS_PUBLIC_STRINGS,				CharCount,																Integer                    
PidNameComments,								PidNameComments,							PS_PUBLIC_STRINGS,				Comments,																String                    
PidNameCompany,								PidNameCompany,								PS_PUBLIC_STRINGS,				Company,																String                    
PidNameContactsAlternateRecipient,			PidNameContactsAlternateRecipient,			PS_PUBLIC_STRINGS,				urn:schemas:contacts:alternaterecipient,								String                    
PidNameContactsCountry,   					PidNameContactsCountry,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:c,   												String                    
PidNameContactsEmail1,    					PidNameContactsEmail1,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:email1,    										String                    
PidNameContactsEmail2,    					PidNameContactsEmail2,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:email2,											String                    
PidNameContactsEmail3,   						PidNameContactsEmail3,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:email3,											String                    
PidNameContactsFileAs,    					PidNameContactsFileAs,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:fileas,											String                    
PidNameContactsFileasId,						PidNameContactsFileasId,					PS_PUBLIC_STRINGS,				urn:schemas:contacts:fileasid,											Integer                    
PidNameContactsHomeLatitude,					PidNameContactsHomeLatitude,				PS_PUBLIC_STRINGS,				urn:schemas:contacts:homelatitude,										Float,                        
PidNameContactsHomeLongitude,					PidNameContactsHomeLongitude,				PS_PUBLIC_STRINGS,				urn:schemas:contacts:homelongitude,										Float,                        
PidNameContactsHomeTimeZone,					PidNameContactsHomeTimeZone,				PS_PUBLIC_STRINGS,				urn:schemas:contacts:hometimezone,										String                    
PidNameContactsMapUrl,						PidNameContactsMapUrl,						PS_PUBLIC_STRINGS,				urn:schemas:contacts:mapurl,											String                    
PidNameContactsOtherCountryCode,				PidNameContactsOtherCountryCode,			PS_PUBLIC_STRINGS,				urn:schemas:contacts:othercountrycode,									String                    
PidNameContactsOtherPager,					PidNameContactsOtherPager,					PS_PUBLIC_STRINGS,				urn:schemas:contacts:otherpager,										String                    
PidNameContactsOtherTimeZone,					PidNameContactsOtherTimeZone,				PS_PUBLIC_STRINGS,				urn:schemas:contacts:othertimezone,										String                    
PidNameContactsProxyAddresses,				PidNameContactsProxyAddresses,				PS_PUBLIC_STRINGS,				urn:schemas:contacts:proxyaddresses,									StringArray                    
PidNameContactsSecretaryUrl,					PidNameContactsSecretaryUrl,    			PS_PUBLIC_STRINGS,				:schemas:contacts:secretaryurl,											String                    
PidNameContactsSourceUrl,						PidNameContactsSourceUrl,    				PS_PUBLIC_STRINGS,				urn:schemas:contacts:sourceurl,											String                    
PidNameContentBase,							PidNameContentBase,    						PS_INTERNET_HEADERS,			Content-Base,															String                    
PidNameContentClass,							PidNameContentClass,    					PS_INTERNET_HEADERS,			Content-Class,															String                    
PidNameContentDisposition,					PidNameContentDisposition,    				PS_INTERNET_HEADERS,			Content-Disposition,													String                    
PidNameContentID,								PidNameContentID,							PS_INTERNET_HEADERS,			Content-ID,																String                    
PidNameContentLanguage,						PidNameContentLanguage,    					PS_INTERNET_HEADERS,			Content-Language,														String                    
PidNameContentLocation,						PidNameContentLocation,    					PS_INTERNET_HEADERS,			Content-Location,														String                    
PidNameContentTransferEncoding,				PidNameContentTransferEncoding,				PS_INTERNET_HEADERS,			Content-Transfer-Encoding,    											String                    
PidNameContentType,    						PidNameContentType,							PS_INTERNET_HEADERS,			Content-Type,    														String                    
PidNameControl,    							PidNameControl,								PS_INTERNET_HEADERS,			Control,    															String                    
PidNameCreateDateTimeReadOnly,				PidNameCreateDateTimeReadOnly,    			PS_PUBLIC_STRINGS,				CreateDtmRo,   															SystemTime                    
PidNameCrossReference,    					PidNameCrossReference,						PS_INTERNET_HEADERS,			Xref,    																String                    
PidNameDavId,    								PidNameDavId,								PS_PUBLIC_STRINGS,				DAV:id,   																String                    
PidNameDavIsCollection,    					PidNameDavIsCollection,						PS_PUBLIC_STRINGS,				DAV:iscollection,    													Boolean                    
PidNameDavIsStructuredDocument,    			PidNameDavIsStructuredDocument,				PS_PUBLIC_STRINGS,				DAV:isstructureddocument,    											Boolean                    
PidNameDavParentName,    						PidNameDavParentName,						PS_PUBLIC_STRINGS,				DAV:parentname,    														String                    
PidNameDavResourceType,    					PidNameDavResourceType,						PS_PUBLIC_STRINGS,				DAV:resourcetype,    													String                    
PidNameDavSearchRequest,    					PidNameDavSearchRequest,    				PS_PUBLIC_STRINGS,				DAV:searchrequest,    													String                    
PidNameDavSearchType,    						PidNameDavSearchType,						PS_PUBLIC_STRINGS,				DAV:searchtype,    														String                    
PidNameDavUid,								PidNameDavUid,								PS_PUBLIC_STRINGS,				DAV:uid,																String                    
PidNameDisposition,							PidNameDisposition,							PS_INTERNET_HEADERS,			Disposition,															String                    
PidNameDispositionNotificationOptions,		PidNameDispositionNotificationOptions,    	PS_INTERNET_HEADERS,			Disposition-Notification-Options,										String                    
PidNameDispositionNotificationTo,				PidNameDispositionNotificationTo,			PS_INTERNET_HEADERS,			Disposition-Notification-To,											String                    
PidNameDistribution,    						PidNameDistribution,						PS_INTERNET_HEADERS,			Distribution,															String                    
PidNameDocumentParts,    						PidNameDocumentParts,						PS_PUBLIC_STRINGS,				DocParts,																StringArray                    
PidNameEditTime,    							PidNameEditTime,							PS_PUBLIC_STRINGS,				EditTime,																String                    
PidNameExchangeArchive,    					PidNameExchangeArchive,						PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/archive,							Boolean                    
PidNameExchangeComposeFontColor,				PidNameExchangeComposeFontColor,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/composefontcolor,					String                    
PidNameExchangeComposeFontFlags,				PidNameExchangeComposeFontFlags,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/composefontflags,					Integer                    
PidNameExchangeComposeFontName,				PidNameExchangeComposeFontName,				PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/composefontname,					String                    
PidNameExchangeComposeFontSize,				PidNameExchangeComposeFontSize,				PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/composefontsize,					Integer                    
PidNameExchangeIntendedBusyStatus,    		PidNameExchangeIntendedBusyStatus,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/intendedbusystatus,				String                    
PidNameExchangeJunkEmailMoveStamp,    		PidNameExchangeJunkEmailMoveStamp,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/junkemailmovestamp,				Integer                    
PidNameExchangeMailboxOwnerEntryId,			PidNameExchangeMailboxOwnerEntryId,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/mailbox-owner-entryid,			Binary                    
PidNameExchangeMailboxOwnerName,				PidNameExchangeMailboxOwnerName,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/mailbox-owner-name,				String                    
PidNameExchangeModifyExceptionStructure,		PidNameExchangeModifyExceptionStructure,    PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/modifyexceptionstruct,			Binary                    
PidNameExchangeMsexchembdefaultmailfolder,    PidNameExchangeMsexchembdefaultmailfolder,	PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/msexchembdefaultmailfolder,		String       
PidNameExchangeMsexchembdefaultmailfoldertype,    PidNameExchangeMsexchembdefaultmailfoldertype,   PS_PUBLIC_STRINGS,		http:schemas.microsoft.com/exchange/msexchembdefaultmailfoldertype,	String 
PidNameExchangeNewMailNotify,					PidNameExchangeNewMailNotify,				PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/newmailnotify,					Integer                    
PidNameExchangeNoModifyExceptions,			PidNameExchangeNoModifyExceptions,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/nomodifyexceptions,				Boolean                    
PidNameExchangeOutOfOfficeState,				PidNameExchangeOutOfOfficeState,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/oof-state,						Boolean                    
PidNameExchangePatternEnd,					PidNameExchangePatternEnd,					PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/patternend,						SystemTime                    
PidNameExchangePatternStart,					PidNameExchangePatternStart,				PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/patternstart,						SystemTime                    
PidNameExchangePreviewMarkAsRead,				PidNameExchangePreviewMarkAsRead,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/previewmarkasread,				Integer                    
PidNameExchangePreviewReadDelayTime,			PidNameExchangePreviewReadDelayTime,		PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/prevreaddelaytime,				Integer                    
PidNameExchangePublicFolderEmailAddress,		PidNameExchangePublicFolderEmailAddress,    PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/publicfolderemailaddress,			String                   
PidNameExchangeReadReceipt,					PidNameExchangeReadReceipt,					PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/readreceipt,						Integer                    
PidNameExchangeReminderInterval,				PidNameExchangeReminderInterval,			PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/reminderinterval,					Integer                    
PidNameExchangeSmallIcon,						PidNameExchangeSmallIcon,					PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/smallicon,						String                    
PidNameExchangeSmimeEncrypt,					PidNameExchangeSmimeEncrypt,				PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/smimeencrypt,						Boolean                    
PidNameExchangeSmimeSign,						PidNameExchangeSmimeSign,					PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/smimesign,						Boolean                    
PidNameExchangeUserEntryId,					PidNameExchangeUserEntryId,					PS_PUBLIC_STRINGS,				http:schemas.microsoft.com/exchange/user-entryid,						Binary                    
PidNameExchDatabaseSchema,					PidNameExchDatabaseSchema,					PS_PUBLIC_STRINGS,				urn:schemas-microsoft-com:exch-data:baseschema,							StringArray                    
PidNameExchDataExpectedContentClass,			PidNameExchDataExpectedContentClass,		PS_PUBLIC_STRINGS,				urn:schemas-microsoft-com:exch-data:expected-content-class,				StringArray                    
PidNameExchDataSchemaCollectionReference,		PidNameExchDataSchemaCollectionReference,   PS_PUBLIC_STRINGS,				urn:schemas-microsoft-com:exch-data:schema-collection-ref,				String                    
PidNameExpires,								PidNameExpires,								PS_INTERNET_HEADERS,			Expires,																String                    
PidNameExpiryDate,							PidNameExpiryDate,    						PS_INTERNET_HEADERS,			Expiry-Date,															String                    
PidNameFollowupTo,							PidNameFollowupTo,							PS_INTERNET_HEADERS,			Followup-To,															String                    
PidNameFrom,									PidNameFrom,    							PS_INTERNET_HEADERS,			From,																	String                    
PidNameHeadingPairs,							PidNameHeadingPairs,    					PS_PUBLIC_STRINGS,				HeadingPairs,															Binary                    
PidNameHiddenCount,							PidNameHiddenCount,    						PS_PUBLIC_STRINGS,				HiddenCount,															Integer                    
PidNameHttpmailBcc,							PidNameHttpmailBcc,    						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:bcc,												String                    
PidNameHttpmailCalendar,						PidNameHttpmailCalendar,    				PS_PUBLIC_STRINGS,				urn:schemas:httpmail:calendar,											String                    
PidNameHttpmailCc,							PidNameHttpmailCc,    						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:cc,												String                    
PidNameHttpmailContacts,						PidNameHttpmailContacts,    				PS_PUBLIC_STRINGS,				urn:schemas:httpmail:contacts,											String                    
PidNameHttpmailContentDispositionType,		PidNameHttpmailContentDispositionType,		PS_PUBLIC_STRINGS,				urn:schemas:httpmail:content-disposition-type,							String                    
PidNameHttpmailContentMediaType,				PidNameHttpmailContentMediaType,			PS_PUBLIC_STRINGS,				urn:schemas:httpmail:content-media-type,								String                    
PidNameHttpmailDeleteditems,					PidNameHttpmailDeleteditems,				PS_PUBLIC_STRINGS,				urn:schemas:httpmail:deleteditems,										String                    
PidNameHttpmailDrafts,						PidNameHttpmailDrafts,    					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:drafts,											String                    
PidNameHttpmailFrom,							PidNameHttpmailFrom,    					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:from,												String                    
PidNameHttpmailFromEmail,						PidNameHttpmailFromEmail,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:fromemail,											String                    
PidNameHttpmailHtmlDescription,				PidNameHttpmailHtmlDescription,				PS_PUBLIC_STRINGS,				urn:schemas:httpmail:htmldescription,									String                    
PidNameHttpmailInbox,							PidNameHttpmailInbox,    					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:inbox,												String                    
PidNameHttpmailJunkEmail,						PidNameHttpmailJunkEmail,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:junkemail,											String                    
PidNameHttpmailMessageFolderRoot,    			PidNameHttpmailMessageFolderRoot,			PS_PUBLIC_STRINGS,				urn:schemas:httpmail:msgfolderroot,										String                    
PidNameHttpmailNotes,    						PidNameHttpmailNotes,						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:notes,    											String                    
PidNameHttpmailOutbox,    					PidNameHttpmailOutbox,						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:outbox,    										String                    
PidNameHttpmailReplyTo,   					PidNameHttpmailReplyTo,						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:reply-to,   										String                    
PidNameHttpmailSaveDestination,				PidNameHttpmailSaveDestination,				PS_PUBLIC_STRINGS,				urn:schemas:httpmail:savedestination,    								String                    
PidNameHttpmailSaveInSent,    				PidNameHttpmailSaveInSent,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:saveinsent,    									Boolean                    
PidNameHttpmailSender,    					PidNameHttpmailSender,						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:sender,											String                    
PidNameHttpmailSenderEmail,					PidNameHttpmailSenderEmail,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:senderemail,										String                    
PidNameHttpmailSendMessage,					PidNameHttpmailSendMessage,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:sendmsg,											String                    
PidNameHttpmailSentItems,						PidNameHttpmailSentItems,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:sentitems,											String                    
PidNameHttpmailSpecial,    					PidNameHttpmailSpecial,						PS_PUBLIC_STRINGS,				urn:schemas:httpmail:special,											String                    
PidNameHttpmailSubmitted,						PidNameHttpmailSubmitted,					PS_PUBLIC_STRINGS,				urn:schemas:httpmail:submitted,											Boolean                    
PidNameHttpmailTo,    						PidNameHttpmailTo,							PS_PUBLIC_STRINGS,				urn:schemas:httpmail:to,												String                    
PidNameICalendarRecurrenceDate,				PidNameICalendarRecurrenceDate,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:rdate,												SystemTimeArray                    
PidNameICalendarRecurrenceRule,				PidNameICalendarRecurrenceRule,				PS_PUBLIC_STRINGS,				urn:schemas:calendar:rrule,												StringArray                    
PidNameImportance,    						PidNameImportance,							PS_INTERNET_HEADERS,			Importance,																String                    
PidNameInReplyTo,    							PidNameInReplyTo,							PS_INTERNET_HEADERS,			In-Reply-To,															String                    
PidNameInternetComment,						PidNameInternetComment,						PS_INTERNET_HEADERS,			Comment,																String                    
PidNameInternetKeywords,						PidNameInternetKeywords,					PS_INTERNET_HEADERS,			Keywords,																String                    
PidNameInternetSubject,						PidNameInternetSubject,						PS_INTERNET_HEADERS,			Subject,																String                    
PidNameKeywords,    							PidNameKeywords,    						PS_PUBLIC_STRINGS,				Keywords,																StringArray                    
PidNameLastAuthor,   							PidNameLastAuthor,    						PS_PUBLIC_STRINGS,				LastAuthor,																String                    
PidNameLastPrinted,    						PidNameLastPrinted,    						PS_PUBLIC_STRINGS,				LastPrinted,															SystemTime                    
PidNameLastSaveDateTime,						PidNameLastSaveDateTime,    				PS_PUBLIC_STRINGS,				LastSaveDtm,															SystemTime                    
PidNameLineCount,    							PidNameLineCount,    						PS_PUBLIC_STRINGS,				LineCount,																Integer                    
PidNameLines,   								PidNameLines,    							PS_INTERNET_HEADERS,			Lines,																	String                    
PidNameLinksDirty,							PidNameLinksDirty,    						PS_PUBLIC_STRINGS,				LinksDirty,																Boolean                    
PidNameManager,								PidNameManager,    							PS_PUBLIC_STRINGS,				Manager,																String                    
PidNameMessageId,								PidNameMessageId,   						PS_INTERNET_HEADERS,			Message-ID,																String                    
PidNameMimeVersion,							PidNameMimeVersion,							PS_INTERNET_HEADERS,			Mime-Version,															String                    
PidNameMultimediaClipCount,					PidNameMultimediaClipCount,					PS_PUBLIC_STRINGS,				MMClipCount,															Integer                    
PidNameNewsgroups,							PidNameNewsgroups,							PS_INTERNET_HEADERS,			Newsgroups,			String                    
PidNameNntpPostingHost,						PidNameNntpPostingHost,    PS_INTERNET_HEADERS,    NNTP-Posting-Host,    String                    
PidNameNntpPostingUser,    PidNameNntpPostingUser,    PS_INTERNET_HEADERS,    NNTP-Posting-User,    String                    
PidNameNoteCount,    PidNameNoteCount,    PS_PUBLIC_STRINGS,    NoteCount,    Integer                    
PidNameOMSAccountGuid,    PidNameOMSAccountGuid,    PS_PUBLIC_STRINGS,    OMSAccountGuid,    String                    
PidNameOMSMobileModel,    PidNameOMSMobileModel,    PS_PUBLIC_STRINGS,    OMSMobileModel,    String                    
PidNameOMSScheduleTime,    PidNameOMSScheduleTime,    PS_PUBLIC_STRINGS,    OMSScheduleTime,    SystemTime                    
PidNameOMSServiceType,    PidNameOMSServiceType,    PS_PUBLIC_STRINGS,    OMSServiceType,    Integer                    
PidNameOMSSourceType,    PidNameOMSSourceType,    PS_PUBLIC_STRINGS,    OMSSourceType,    Integer                    
PidNameOrganization,    PidNameOrganization,    PS_INTERNET_HEADERS,    Organization,    String                    
PidNameOriginalRecipient,    PidNameOriginalRecipient,    PS_INTERNET_HEADERS,    Original-Recipient,    String                    
PidNamePhishingStamp,    PidNamePhishingStamp,    PS_PUBLIC_STRINGS,    http:schemas.microsoft.com/outlook/phishingstamp,    Integer                    
PidNamePageCount,    PidNamePageCount,    PS_PUBLIC_STRINGS,    PageCount,    Integer                    
PidNameParagraphCount,    PidNameParagraphCount,    PS_PUBLIC_STRINGS,    ParCount,    Integer                    
PidNamePath,    PidNamePath,    PS_INTERNET_HEADERS,    Path,    String                    
PidNamePostingVersion,    PidNamePostingVersion,    PS_INTERNET_HEADERS,    Posting-Version,    String                    
PidNamePresentationFormat,    PidNamePresentationFormat,    PS_PUBLIC_STRINGS,    PresFormat,    String                    
PidNamePriority,    PidNamePriority,    PS_INTERNET_HEADERS,    Priority,    String                    
PidNameReceived,    PidNameReceived,    PS_INTERNET_HEADERS,    Received,    String                    
PidNameReferences,    PidNameReferences,    PS_INTERNET_HEADERS,    References,    String                    
PidNameRelayVersion,    PidNameRelayVersion,    PS_INTERNET_HEADERS,    Relay-Version,    String                    
PidNameReplyBy,    PidNameReplyBy,    PS_INTERNET_HEADERS,    Reply-By,    String                    
PidNameReplyTo,    PidNameReplyTo,    PS_INTERNET_HEADERS,    Reply-To,    String                    
PidNameReturnPath,    PidNameReturnPath,    PS_INTERNET_HEADERS,    Return-Path,    String                    
PidNameReturnReceiptTo,    PidNameReturnReceiptTo,    PS_INTERNET_HEADERS,    Return-Receipt-To,    String                    
PidNameRevisionNumber,    PidNameRevisionNumber,    PS_PUBLIC_STRINGS,    RevNumber,    String                    
PidNameRightsManagementLicense,    PidNameRightsManagementLicense,    PS_PUBLIC_STRINGS,    DRMLicense,    BinaryArray                    
PidNameScale,    PidNameScale,    PS_PUBLIC_STRINGS,    Scale,    Boolean                    
PidNameSecurity,    PidNameSecurity,    PS_PUBLIC_STRINGS,    Security,    Integer                    
